"","can_name_clean","yr","cst_n","cst","pty_n","party_code","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"1800","ISHAK LIPUTO",2014,"Gorontalo",13,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a","2489787762","NA; NA",0,0
"1801","ISKAN QOLBA LUBIS",2014,"Sumatera Utara II",76,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","194434185","https://www.facebook.com/Sahabatiskanqolbalubis",1,1
"1802","ISMAIL BERDAN SH",2014,"Aceh II",2,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a",NA,"NA",0,0
"1803","ITET TRIDJAJATI SUMARIJANTO MBA",2014,"Lampung II",54,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","762686099059728384","https://www.facebook.com/sumarijanto.itet",1,1
"1804","IVAN DOLY GULTOM",2014,"DKI Jakarta III",12,"GOLKAR",8,0,"n/a","1595137910","NA",0,0
"1805","J DWIHARTANTO",2014,"Jawa Tengah III",28,"GOLKAR",8,0,"n/a",NA,"NA",0,0
"1806","JACKSON ANDRE W KUMAAT",2014,"Sulawesi Utara",70,"DEMOKRAT",9,0,"n/a","56907745","NA; NA; NA",0,1
"1807","JAFET DAMAMAIN",2014,"Maluku",55,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,"NA; NA",0,0
"1808","JAZILUL FAWAID SQ",2014,"Jawa Timur X",45,"PARTAI KEBANGKITAN BANGSA",1,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","1955117582","https://www.facebook.com/jfgaleri; NA",0,0
"1809","JEANNE CYNTHIA LAY",2014,"Nusa Tenggara Timur II",59,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,"NA",0,0
"1810","JEFIRSTSON R RIWU KORE M M",2014,"Nusa Tenggara Timur II",59,"DEMOKRAT",9,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","2468434308","NA; https://www.facebook.com/walikotakupang2017",1,0
"1811","JERRY SAMBUAGA",2014,"Sulawesi Utara",70,"GOLKAR",8,0,"n/a","780599173569622016","https://www.facebook.com/JerrySambuagaID",1,0
"1812","JIMMY DEMANIUS IJIE",2014,"Papua Barat",61,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission I (Defense, Foreign and Information Affairs)","1302498144899350528","NA",0,0
"1813","JOHN SIFFY MIRIN",2014,"Papua",60,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,"NA; NA",0,0
"1814","JOHNNY G PLATE SE",2014,"Nusa Tenggara Timur I",58,"PARTAI NASDEM",40,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)","1187281119978258432","https://www.facebook.com/johnnygplate",0,0
"1815","JON ERIZAL",2014,"Riau I",62,"PARTAI AMANAT NASIONAL",5,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","599787539","NA; https://www.facebook.com/H-Jon-Erizal-SEMBA-Official-112685720654763",0,0
"1816","JONNY BUYUNG SARAGI",2014,"Sumatera Utara III",77,"DEMOKRAT",9,0,"n/a","345231794","NA; https://www.facebook.com/BUYUNGDPR",0,1
"1817","JUHAINI ALIE SH  MM",2014,"Sumatera Selatan II",74,"DEMOKRAT",9,0,"n/a","730113476","NA; NA",0,0
"1818","JULIARI P BATUBARA",2014,"Jawa Tengah I",26,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"https://www.facebook.com/juliarimenyapa",0,0
"1819","JUNICO BP SIAHAAN SE",2014,"Jawa Barat I",14,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission I (Defense, Foreign and Information Affairs)","723115107413168128","NA; https://www.facebook.com/Junico-Siahaan-937659689759969",1,0
"1820","K H BUKHORI YUSUF LC MA",2014,"Sumatera Selatan II",74,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a","239280121","NA",0,0
"1821","KARNA BRATA LESMANA",2014,"DKI Jakarta III",12,"PARTAI HATI NURANI RAKYAT",18,0,"n/a",NA,"NA",0,0
"1822","KATHERINE A OENDOEN",2014,"Kalimantan Barat",47,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","927136362725126144","NA",0,0
"1823","KH ASEP AHMAD MAOSHUL AFFANDY",2014,"Jawa Barat X",23,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs), but in September 2016 moved to Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","835449860; 901048820577861632","https://www.facebook.com/asepmaoshul",1,0
"1824","KH IR ABDUL HAKIM MM",2014,"Lampung II",54,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,"https://www.facebook.com/AbdulHakimLampung",0,0
"1825","KH JALALUDIN RAKHMAT",2014,"Jawa Barat II",15,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","3172388965","NA",0,0
"1826","KH MUH UNAIS ALI HISYAM",2014,"Jawa Timur XI",46,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a","1032949498618634240","https://www.facebook.com/UnaiSaateh",0,0
"1827","KHABIB MAHFUD",2014,"Jawa Tengah VII",33,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,"https://www.facebook.com/khabibmahfud02",0,0
"1828","KHAFID SIROTUDIN",2014,"Jawa Tengah I",26,"PARTAI AMANAT NASIONAL",5,0,"n/a","2249644934","https://www.facebook.com/Sahabat-Khafid-Sirotudin-388335848588412",0,0
"1829","KHAIDIR",2014,"Aceh II",2,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"NA; https://www.facebook.com/10relawanrakyat",0,0
"1830","KHATIBUL UMAM WIRANU M HUM",2014,"Jawa Tengah VII",33,"DEMOKRAT",9,1,"Vice Chairman of Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"https://www.facebook.com/KhatibulUmamWiranuMHum; https://www.facebook.com/KhatibulUmamWiranu",1,0
"1831","KMRT ROY SURYO NOTODIPROJO",2014,"Daerah Istimewa Yogyakarta",9,"DEMOKRAT",9,0,"n/a","225898494; 901340008820260864","NA; NA; NA",0,1
"1832","KOMARUDIN WATUBUN SH MH",2014,"Papua",60,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","1128747355","NA; https://www.facebook.com/bungkomarid",0,0
"1833","KPH WIRONEGORO",2014,"Daerah Istimewa Yogyakarta",9,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a","114091051","NA",0,0
"1834","KRESNA DEWANATA PHROSAKH",2014,"Jawa Timur IX",40,"PARTAI NASDEM",40,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,"NA",0,0
"1835","KRISNA MUKTI",2014,"Jawa Barat VI",20,"PARTAI KEBANGKITAN BANGSA",1,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","3141867325","NA",0,1
"1836","L H ACHMAD FADIL MUZAKKI SYAH S PD I",2014,"Jawa Timur III",38,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,"NA",0,0
"1837","LALU AHMAD ISMAIL SH",2014,"Nusa Tenggara Barat",57,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a",NA,"NA",0,0
"1838","LALU GEDE SYAMSUL MUJAHIDIN SE",2014,"Nusa Tenggara Barat",57,"PARTAI HATI NURANI RAKYAT",18,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","1606645196","https://www.facebook.com/GedeSyamsulBidikNTB",0,0
"1839","LAODE IDA",2014,"Sulawesi Tenggara",69,"PARTAI AMANAT NASIONAL",5,0,"n/a","491883540","NA",0,0
"1840","LASARUS S SOS M SI",2014,"Kalimantan Barat",47,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,"https://www.facebook.com/lasarus398",0,0
"1841","LAURENS BAHANG DAMA",2014,"Nusa Tenggara Timur I",58,"PARTAI AMANAT NASIONAL",5,1,"Chairman of Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","311832879","NA",0,0
"1842","LIBERT KRISTO IBO S SOS  SH  MH",2014,"Papua",60,"DEMOKRAT",9,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"https://www.facebook.com/libertkristoibo",0,0
"1843","LIDYA OCTAVIANA SIANIPAR SH",2014,"Sumatera Utara I",75,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a","1056735822324494336","NA",0,0
"1844","LILIS SANTIKA",2014,"Jawa Barat VIII",22,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a","975743695533228032","NA",0,0
"1845","LINDA MEGAWATI SE",2014,"Jawa Barat VIII",22,"DEMOKRAT",9,1,"Commission I (Defense, Foreign and Information Affairs)","843351181548122112","NA",0,1
"1846","LUCKY HAKIM",2014,"Jawa Barat V",19,"PARTAI AMANAT NASIONAL",5,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)",NA,"NA; NA",0,0
"1847","LUKMANUL KHAKIM",2014,"Jawa Timur VIII",44,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a","134419470","https://www.facebook.com/lukmanulkhakim01",0,1
"1848","LULUK NUR HAMIDAH M SI MPA",2014,"Jawa Timur VII",43,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a","894419368385232896","NA",0,0
"1849","LUTHER KOMBONG",2014,"Kalimantan Timur",51,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","739726047634030720; 1371583723","NA; https://www.facebook.com/Luther-Kombong-Caleg-DPR-RI-2014-2019-164659880408013",0,1
"1850","M ALI TAHER",2014,"Banten III",7,"PARTAI AMANAT NASIONAL",5,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","940408224","https://www.facebook.com/DrMalitahher",0,0
"1851","M GURUH IRIANTO SUKARNO PUTRA SAP MM M SI",2014,"Jawa Timur I",36,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)
",NA,"NA",0,0
"1852","M HASANUDIN WAHID",2014,"Jawa Timur IX",40,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a","208441462","https://www.facebook.com/EmHasanuddin",1,1
"1853","M ICHLAS EL QUDSI SSI M SI",2014,"Sumatera Barat I",71,"PARTAI AMANAT NASIONAL",5,0,"n/a","64703528","NA; https://www.facebook.com/M-Ichlas-El-Qudsi-Pemimpin-Kota-Padang-116245788527326",0,0
"1854","M R IHSAN YUNUS MECONSTD",2014,"Jambi",25,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","827379919311114240","https://www.facebook.com/ihsanyunusmengabdi",1,0
"1855","M SARMUJI SE MSI",2014,"Jawa Timur V",41,"GOLKAR",8,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs) ; in 2015 moved to Commission IX (Demography, Health, Manpower and Transmigration Affairs) ;  in 2016 moved to Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)",NA,"https://www.facebook.com/MuhammadSarmuji; NA",1,0
"1856","MAHFUDZ ABDURRAHMAN",2014,"Jawa Barat V",19,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","2244923540; 1060185156470763520","NA",0,1
"1857","MAHYUDIN ST MM",2014,"Kalimantan Timur",51,"GOLKAR",8,1,"In 2014-2015 Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs); in 2015-2016 Commission I (Defense, Foreign and Information Affairs) ; in 2016 back to Commission II","239673400","https://www.facebook.com/mahyudin.stmm",1,1
"1858","MAMAN IMANUL HAQ",2014,"Jawa Barat VIII",22,"PARTAI KEBANGKITAN BANGSA",1,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","185375291","https://www.facebook.com/maman2018",1,1
"1859","MARINUS GEA SE",2014,"Banten III",7,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","1154669221","NA",0,0
"1860","MARSIAMAN SARAGIH SH",2014,"Riau II",63,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","1720988348","NA",0,0
"1861","MARTIN HUTABARAT SH",2014,"Sumatera Utara III",77,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission I (Defense, Foreign and Information Affairs)
",NA,"NA",0,0
"1862","MARTIN MANURUNG SE MA",2014,"Sumatera Utara II",76,"PARTAI NASDEM",40,0,"n/a","14111924","https://www.facebook.com/MartinManurungID",1,1
"1863","MARUARAR SIRAIT SIP",2014,"Jawa Barat VIII",22,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","877274377","https://www.facebook.com/maruararsiraitofficial",1,0
"1864","MARWAN DASOPANG",2014,"Sumatera Utara II",76,"PARTAI KEBANGKITAN BANGSA",1,1,"Both in 2014 and 2019 Commission VIII (Religious, Social, and Women's Empowerment Affairs)","2281549476; 3239760811","NA; NA; https://www.facebook.com/Marwan-Dasopang-Center-632754316770571",1,1
"1865","MASINTON PASARIBU SH",2014,"DKI Jakarta II",11,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","137290176","https://www.facebook.com/MasintonPasaribu",1,1
"1866","MAYJEN TNI PURN SALIM MENGGA",2014,"Sulawesi Barat",64,"DEMOKRAT",9,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"https://www.facebook.com/Brigademuda513; NA",1,0
"1867","MAYJEN TNI PURN YAHYA SACAWIRIA S IP  MM",2014,"Jawa Barat XI",24,"DEMOKRAT",9,0,"n/a","3445940654","NA",0,0
"1868","MAYJEND TNI PURN SUPIADIN ARIES SAPUTRA",2014,"Jawa Barat XI",24,"PARTAI NASDEM",40,1,"Commission I (Defense, Foreign and Information Affairs)","599322420","https://www.facebook.com/supiadinas",0,0
"1869","MELCHIAS MARKUS MEKENG",2014,"Nusa Tenggara Timur I",58,"GOLKAR",8,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)",NA,"NA",0,0
"1870","MELLYANA MANUHUTU",2014,"Jawa Barat III",16,"PARTAI NASDEM",40,0,"n/a",NA,"NA",0,0
"1871","MERCY CHRIESTY BARENDS ST",2014,"Maluku",55,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","1191322437071192064","NA; NA",0,1
"1872","MEUTYA VIADA HAFID",2014,"Sumatera Utara I",75,"GOLKAR",8,1,"Vice Chairman of Commission I (Defense, Foreign and Information Affairs)","58416680","NA",0,1
"1873","MH SAID ABDULLAH",2014,"Jawa Timur XI",46,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","740137654801436672","NA; NA",0,0
"1874","MICHAEL WATTIMENA SE MM",2014,"Papua Barat",61,"DEMOKRAT",9,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","742290723576250240","NA",0,0
"1875","MIRYAM S HARYANI SE M SI",2014,"Jawa Barat VII",21,"PARTAI HATI NURANI RAKYAT",18,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","1108793786","NA",0,1
"1876","MM RESTU HAPSARI",2014,"Jawa Tengah V",31,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a","184478300","https://www.facebook.com/mmrestu",1,1
"1877","MOCH GENG WAHYUDI SH  MH",2014,"Jawa Timur VI",42,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a","2160095305","https://www.facebook.com/Moch-Geng-Wahyudi-SHMH-509837689100360; NA",0,0
"1878","MOCH MUNIB HUDA",2014,"Jawa Timur VI",42,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,"NA",0,0
"1879","MOCHAMAD HASBI ASYIDIKI JAYABAYA",2014,"Banten I",5,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,"NA",0,0
"1880","MOCHAMAD RIDWAN MUSTOFA SE MM MH",2014,"Jawa Barat IV",17,"GOLKAR",8,0,"n/a",NA,"https://www.facebook.com/MochamadRidwanMustofa",0,0
"1881","MOHAMAD HEKAL MBA",2014,"Jawa Tengah VIII",34,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"https://www.facebook.com/mohamadhekal1435",0,0
"1882","MOHAMMAD HATTA",2014,"Jawa Tengah IX",30,"PARTAI AMANAT NASIONAL",5,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","732825898060255232","https://www.facebook.com/MohammadHattaOfficial",1,0
"1883","MORENO SOEPRAPTO",2014,"Jawa Timur IX",40,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","3168606368","https://www.facebook.com/MorenoSoeprapto82",1,0
"1884","MQ ISWARA",2014,"Jawa Barat V",19,"GOLKAR",8,0,"n/a","966041936","NA",0,0
"1885","MUDIYAT NOOR S HUT",2014,"Kalimantan Timur",51,"PARTAI HATI NURANI RAKYAT",18,0,"n/a","1734474176","NA",0,0
"1886","MUH HANIF DHAKIRI",2014,"Jawa Tengah X",35,"PARTAI KEBANGKITAN BANGSA",1,1,"n/a (appointed as Minister of Labour)","187068942","https://www.facebook.com/M.HanifDhakiri",1,1
"1887","MUH YASIR SE MM",2014,"Sulawesi Selatan II",66,"GOLKAR",8,0,"n/a",NA,"https://www.facebook.com/Tim-Pemenangan-HMuhYasirSEMM-1408160676066670",0,0
"1888","MUHAMAD ARWANI THOMAFI H",2014,"Jawa Tengah III",28,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","174166736; 631743335","https://www.facebook.com/arwanithomafi",1,1
"1889","MUHAMAD TAUFIK SE",2014,"Banten III",7,"GOLKAR",8,0,"n/a",NA,"NA",0,0
"1890","MUHAMMAD BASRI SIDEHABI S IP M BA",2014,"Sulawesi Selatan II",66,"GOLKAR",8,0,"n/a",NA,"NA",0,0
"1891","MUHAMMAD IDRIS LUTFI",2014,"Sumatera Utara I",75,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a","834795598767206400","NA",0,0
"1892","MUHAMMAD IQBAL SE",2014,"Sumatera Barat II",72,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"NA",0,0
"1893","MUHAMMAD MARTRI AGOENG SH",2014,"Jawa Tengah IV",29,"PARTAI KEADILAN SEJAHTERA",25,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"https://www.facebook.com/Martri-Agoeng-SH-1629940757260623; NA",0,0
"1894","MUHAMMAD RIFAI DARUS SH",2014,"Papua",60,"DEMOKRAT",9,0,"n/a","711865301986447360","NA",0,1
"1895","MUHAMMAD SATAR  SE",2014,"Banten I",5,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a","403180549","NA",0,0
"1896","MUHAMMAD SYAFRUDIN ST",2014,"Nusa Tenggara Barat",57,"PARTAI AMANAT NASIONAL",5,1,"Commission I (Defense, Foreign and Information Affairs)","2286890496","https://www.facebook.com/hms.mengabdi",1,0
"1897","MUHAMMAD YUDI KOTOUKY",2014,"Papua",60,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"NA; NA",0,0
"1898","MULFACHRI HARAHAP SH",2014,"Sumatera Utara I",75,"PARTAI AMANAT NASIONAL",5,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,"https://www.facebook.com/MulfachriID; NA",0,0
"1899","MUSLIM",2014,"Aceh II",2,"DEMOKRAT",9,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","1355870336273666048","NA; https://www.facebook.com/bangmuslimmm",0,0
"1900","MY ESTI WIJAYATI",2014,"Daerah Istimewa Yogyakarta",9,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","1453351243","https://www.facebook.com/myestiwijayati",1,0
"1901","NENG EEM MARHAMAH ZULFA HIZ",2014,"Jawa Barat III",16,"PARTAI KEBANGKITAN BANGSA",1,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","1019673576046120832","NA; https://www.facebook.com/NengEemMarhamah",0,0
"1902","NIL MAIZAR SE",2014,"Sumatera Barat II",72,"PARTAI NASDEM",40,0,"n/a","242518146","NA",0,1
"1903","NOR BAITI",2014,"Kalimantan Timur",51,"DEMOKRAT",9,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","2272339375","NA",0,0
"1904","NORHASANAH HJ DRA M SI",2014,"Kalimantan Tengah",50,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a","610556720","NA",0,0
"1905","NUR NADLIFAH",2014,"Jawa Tengah VIII",34,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,"NA",0,0
"1906","NUR SYA DIYAH AMANATI",2014,"Jawa Timur VI",42,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,"NA",0,0
"1907","NURHANI SIRAJUDIN SE",2014,"Sulawesi Selatan II",66,"DEMOKRAT",9,0,"n/a",NA,"NA",0,0
"1908","NURHASAN S HI",2014,"Sulawesi Selatan II",66,"PARTAI HATI NURANI RAKYAT",18,0,"n/a",NA,"https://www.facebook.com/CacangNurhasan",0,0
"1909","NURHASAN ZAIDI S SOS I",2014,"Jawa Barat VIII",22,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","821215750568280064","https://www.facebook.com/dedenurhasan",1,1
"1910","NURHAYATI",2014,"Lampung II",54,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,"NA",0,0
"1911","NURHAYATI ALIASEGGAF M SI",2014,"Jawa Timur IX",40,"DEMOKRAT",9,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","707068243584782336","https://www.facebook.com/nurhayatialiassegaf",0,1
"1912","NURMANSYAH E TANJUNG SE",2014,"Jawa Barat IX",18,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a","202594756","NA; NA",0,0
"1913","NURUL ARIFIN S IP M SI",2014,"Jawa Barat VI",20,"GOLKAR",8,0,"n/a","742959215124336640","https://www.facebook.com/nurularifinofficial; https://www.facebook.com/nurularifingolkar",1,1
